player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,Year,Category,smart_id,college_conference,college_name,draft_club,draftround,draft_number,rookie_year,season
mike brown,56054,FS,TEN,12,9,0,66.7,0,0,31,0,0,67.6,69.2,86.3,57.9,65.5,82.8,0,2,0,0,25,2.7,1,1,1,78.8,8,0,0,93,2,214,384,13,0,0,13,0,250,371,2,168,26,10,27,0,12,2,0,61,32,7.6,2024,Defense,32004252-4f56-4946-6dec-36a737b329e4,Mid-American Conference,"Miami, O.",NA,UDFA,NA,2022,3
reed blankenship,56065,FS,PHI,18,23,0,82.2,0,0,24,2,0,71.4,72,88.6,NA,71.6,52.7,0,0,0,4,40,16.1,19,2,2,74.2,37,0,0,205,3,673,1030,3,0,0,3,0,774,1027,0,357,45,20,76,1,45,0,1,401,136,10.8,2024,Defense,3200424c-4173-5451-f5c6-520ce2fbefa3,Conference USA,Middle Tennessee,NA,UDFA,NA,2022,3
ty okada,56089,FS,SEA,3,2,0,NA,0,0,29,0,0,59.6,54.8,73.5,NA,51.2,28.6,0,0,0,0,NA,40,2,0,0,0,0,0,0,6,0,22,33,0,0,0,0,0,27,33,0,11,0,0,1,0,0,0,0,0,0,NA,2024,Defense,32004f4b-4110-3822-4f33-f4a076ab71c2,Big Sky Conference,Montana State,NA,UDFA,NA,2023,2
nephi sewell,56107,LB,NO,1,2,0,100,0,0,20,0,0,70,78.1,75,71.5,72.6,67.4,0,0,0,0,-6,0,0,0,0,79.2,1,1,0,40,2,28,58,13,0,0,13,0,0,45,4,26,3,2,5,0,1,1,0,-6,-2,-6,2024,Defense,32005345-5744-0460-78e0-ad2f28ed6cef,Pacific Twelve Conference,Utah,NA,UDFA,NA,2022,3
damarri mathis,56143,CB,DEN,9,0,0,20,0,0,10,0,0,63.2,64.9,81.3,NA,68.2,75.2,0,0,0,0,10,0,0,1,1,39.6,1,0,0,6,63,48,82,0,0,0,0,0,0,82,0,34,11,0,2,0,5,0,0,10,0,10,2024,Defense,32004d41-5419-5642-6636-1e4cc21e742d,Atlantic Coast Conference,Pittsburgh,DEN,4,115,2022,3
tre avery,56146,CB,SF,2,0,0,NA,0,0,28,0,0,62.4,63.1,66.8,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,2024,Defense,32004156-4566-9655-96b4-fbb3818be672,Big Ten Conference,Rutgers,NA,UDFA,NA,2022,3
daron bland,56158,CB,DAL,7,7,0,66.7,1,1,9,1,0,71.4,70.1,85.4,NA,55.1,78.2,0,0,0,0,40,9.1,4,3,2,116.1,30,0,0,19,400,290,436,1,0,0,1,0,0,435,0,146,16,7,33,0,45,0,4,311,70,10.4,2024,Defense,3200424c-4166-2271-c6f7-23b05759f9e1,Mountain West Conference,Fresno State,DAL,5,167,2022,3
marte mapu,56159,S,NE,10,13,0,74.1,0,1,19,0,0,62.7,64.1,84.5,81.2,59.3,45.9,0,2,0,1,20,19.6,9,4,0,77.5,20,1,0,219,17,260,487,23,0,0,23,0,161,464,10,217,66,10,24,1,27,3,0,189,94,9.5,2024,Defense,32004d41-5077-5385-a977-698119e94108,Big Sky Conference,Sacramento State,NE,3,76,2023,2
christian braswell,56207,SLOT,JAX,2,0,0,100,0,0,15,0,0,74.9,71.4,74,NA,51.6,84.2,0,0,0,0,10,0,0,0,0,93.8,4,0,0,5,1,30,42,0,0,0,0,0,0,42,0,12,36,1,3,0,4,0,0,26,38,6.5,2024,Defense,32004252-4166-0554-4782-bf7c9144240e,Big Ten Conference,Rutgers,JAX,6,202,2023,2
quentin lake,56245,S,LA,19,30,1,67.5,2,0,26,0,0,58.4,64.7,52.4,64.7,80.3,69,1,9,0,0,46,11.1,15,5,8,98.8,52,2,0,244,5,696,1207,48,0,0,48,0,398,1159,25,486,511,32,90,1,77,12,2,587,241,11.3,2024,Defense,32004c41-4b41-5666-ff9b-b066db8a2f2e,Pacific Twelve Conference,UCLA,LA,6,211,2022,3
jose ramirez,56323,ED,TB,3,0,0,100,0,0,30,0,0,60,41.5,0,55.6,52.1,NA,1,1,0,0,8,NA,0,0,1,100,1,0,0,0,0,1,30,30,0,0,27,3,0,0,24,5,0,0,0,0,1,2,0,8,12,8,2024,Defense,32005241-4d05-7102-fab5-8bc5fe1d71a1,Mid-American Conference,Eastern Michigan,TB,6,196,2023,2
andre jones,56395,ED,WAS,2,0,0,NA,0,0,32,0,0,60,39.3,77,52.7,42.2,69.2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,17,17,0,0,17,0,0,0,7,9,0,1,1,0,0,0,0,0,0,NA,2024,Defense,32004a4f-4e82-6252-1498-29b93a10dfc9,Sun Belt Conference,Louisiana-Lafayette,WAS,7,233,2023,2
neil farrell,56401,DI,MIA,7,1,0,NA,0,0,17,0,0,60,30.3,11.1,54.4,36.9,28.4,1,2,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,65,65,16,49,0,0,0,0,36,29,0,0,1,0,0,3,0,0,0,NA,2024,Defense,32004641-5264-1809-148a-81c578ef7528,Southeastern Conference,Louisiana State,LV,4,126,2022,3
labryan ray,56501,DI,CAR,16,15,0,NA,0,0,5,0,0,63.6,33,76.5,46.4,31.5,52.9,1,6,0,0,NA,4.8,2,0,1,0,0,1,0,0,0,0,626,625,2,383,22,218,0,1,276,350,0,13,25,0,0,8,0,0,0,NA,2024,Defense,32005241-5937-0566-d50a-656421064d2d,Southeastern Conference,Alabama,NA,UDFA,NA,2022,3
phidarian mathis,56504,DI,NYJ,12,8,1,NA,0,0,22,0,0,66.5,32.3,58.4,55.7,29,52.5,0,7,0,0,NA,5.9,1,0,1,0,0,0,0,0,0,0,257,257,40,205,0,12,0,0,126,131,0,7,8,2,0,7,0,0,0,NA,2024,Defense,32004d41-5420-7640-f14c-a7c721d10460,Southeastern Conference,Alabama,WAS,2,47,2022,3
dj davidson,56523,NT,NYG,12,7,0,NA,0,0,21,2,0,74.7,41,36.7,61.2,35.1,50.8,0,6,0,0,NA,8.3,2,0,2,0,0,2,0,1,0,3,261,260,88,144,0,28,0,1,110,148,0,12,15,0,0,8,0,0,0,NA,2024,Defense,32004441-5605-6115-9c7c-7f852f624e18,Pacific Twelve Conference,Arizona State,NYG,5,147,2022,3
malik herring,56616,ED,KC,12,3,0,100,0,0,16,0,0,51.4,60.2,86.3,57.7,62.1,63.1,2,6,0,0,10,7.7,1,0,0,102.1,2,0,0,0,0,4,193,193,3,18,155,17,0,0,96,93,0,6,9,1,2,8,0,17,6,8.5,2024,Defense,32004845-5256-4752-3f1a-38971faac140,Southeastern Conference,Georgia,NA,UDFA,NA,2021,4
mike greene,56664,DI,TB,3,1,0,NA,0,0,30,0,0,NA,59.4,77.9,54.9,62.3,68.7,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,58,58,0,34,3,21,0,0,33,25,0,1,1,0,0,0,0,0,0,NA,2024,Defense,32004752-4549-7414-9c95-f3bb02b999f7,Colonial Athletic Association,James Madison,NA,UDFA,NA,2022,3
dj johnson,56704,ED,CAR,14,13,1,100,2,0,5,1,0,64.1,54.2,33,50.1,60.3,61.9,0,0,0,0,3,8.7,4,0,3,118.8,1,1,0,3,0,19,392,384,0,0,382,2,0,8,128,245,5,18,29,2,1,1,1,3,1,3,2024,Defense,32004a4f-4820-4752-6ea6-b2eea911de03,Pacific Twelve Conference,Oregon,CAR,3,80,2023,2
jonathan ford,56705,NT,CHI,4,4,0,NA,0,0,6,0,0,NA,38.7,0,56.5,47.6,73.6,0,0,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,77,77,29,48,0,0,0,0,29,48,0,3,4,1,0,0,0,0,0,NA,2024,Defense,3200464f-5225-6596-8618-ffea8d51b3cf,Atlantic Coast Conference,Miami,GB,7,234,2022,3
jordon riley,56759,NT,NYG,12,3,0,NA,0,0,21,0,0,NA,34.3,85.5,55.5,30.1,28.5,1,1,0,0,NA,14.3,2,0,0,0,0,0,0,0,0,0,248,248,170,76,0,2,0,0,108,140,0,8,9,3,0,2,0,0,0,NA,2024,Defense,32005249-4c28-5297-df04-997322e02752,Pacific Twelve Conference,Oregon,NYG,7,243,2023,2
kurt hinish,56787,DI,HST,10,5,0,NA,0,0,13,0,0,NA,56.2,83.9,55.3,56,47.3,0,2,0,0,NA,11.8,2,0,0,0,0,0,0,0,0,0,231,231,10,206,0,15,0,0,107,124,0,6,10,2,0,2,0,0,0,NA,2024,Defense,32004849-4e24-0815-f351-f95701767e9e,Independent,Notre Dame,NA,UDFA,NA,2022,3
isaiah thomas,56798,ED,CIN,2,2,0,100,0,0,7,1,0,72.2,62.4,80.8,58.6,55,72.6,0,1,0,0,0,0,0,0,0,79.2,1,0,0,0,0,2,46,46,0,0,45,1,0,0,19,25,0,1,1,0,1,1,0,0,1,0,2024,Defense,32005448-4f20-3380-956c-20a822995517,Big Twelve Conference,Oklahoma,CLE,7,223,2022,3
kingsley jonathan,56856,ED,BUF,1,0,0,NA,0,0,4,0,0,NA,65.2,70.6,64.2,60,NA,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,6,1,0,0,0,0,0,1,0,0,0,NA,2024,Defense,32004a4f-4e02-4084-905e-1310874b820e,Atlantic Coast Conference,Syracuse,NA,UDFA,NA,2022,3
arnold ebiketie,56862,ED,ATL,17,5,1,83.3,0,0,2,1,0,72,68.2,60.1,68.1,57.5,79.5,7,26,0,0,14,3.3,1,0,2,88.9,5,6,0,0,0,57,543,539,0,2,533,4,0,4,336,150,3,21,24,1,6,39,0,32,11,6.4,2024,Defense,32004542-4941-5291-2f5f-b9168e0c96c0,Big Ten Conference,Penn State,ATL,2,38,2022,3
micheal clemons,56872,ED,NYJ,17,10,0,NA,0,0,22,0,0,70.4,50.6,70.7,55.2,46.6,53.1,5,14,0,0,NA,11.8,4,0,2,0,0,4,0,5,0,3,624,619,0,19,548,52,0,5,333,288,0,16,20,0,0,23,0,0,0,NA,2024,Defense,3200434c-4545-4836-3238-6d06b8f5a940,Southeastern Conference,Texas A&amp;M,NYJ,4,117,2022,3
dayo odeyingbo,56923,ED,IND,17,10,0,NA,0,0,14,1,0,73,66.1,73.9,65.5,56.8,28.9,13,25,0,0,NA,24.3,9,0,2,0,0,4,0,3,1,1,746,742,10,53,580,99,0,4,439,306,0,19,18,5,0,42,0,0,0,NA,2024,Defense,32004f44-4570-7589-a1e8-0c8ad4945469,Southeastern Conference,Vanderbilt,IND,2,54,2021,4
deangelo malone,56941,ED,ATL,10,1,0,NA,0,0,2,0,0,48.1,36.1,18.9,56.9,27.2,36.5,1,3,0,0,NA,37.5,3,0,1,0,0,2,0,9,1,22,93,77,0,0,77,0,0,16,60,11,3,4,4,1,0,6,0,0,0,NA,2024,Defense,32004d41-4c64-7494-8610-7b97b8dcaab5,Conference USA,Western Kentucky,ATL,3,82,2022,3
jordan jackson,56957,DI,DEN,18,9,0,NA,0,0,10,0,0,60.6,41.3,43.4,50.8,43.4,66.7,1,7,0,0,NA,5,1,0,2,0,0,1,0,1,0,0,329,328,0,118,32,178,0,1,168,161,0,8,10,0,0,9,0,0,0,NA,2024,Defense,32004a41-4327-7405-7338-34e0e3962b29,Mountain West Conference,Air Force,NO,6,194,2022,3
cory durden,56976,NT,NYG,4,2,0,NA,0,0,21,0,0,NA,45.2,81.1,62.4,40.9,50.5,0,3,0,0,NA,10,1,0,0,0,0,0,0,0,0,0,84,84,61,23,0,0,0,0,39,45,0,3,7,1,0,3,0,0,0,NA,2024,Defense,32004455-5216-0046-7d4c-73aabdf637f2,Atlantic Coast Conference,North Carolina State,NA,UDFA,NA,2023,2
brandon pili,57036,DI,SEA,8,0,0,NA,0,0,29,0,0,NA,52.8,79.5,56.7,52.5,28.4,1,0,0,0,NA,33.3,1,0,0,0,0,0,0,0,0,0,69,69,12,52,1,4,0,0,20,49,0,2,2,0,0,1,0,0,0,NA,2024,Defense,32005049-4c21-5335-eb7f-94aed0359e37,Pacific Twelve Conference,Southern California,NA,UDFA,NA,2023,2
troy andersen,57317,LB,ATL,7,14,0,90,0,0,2,0,0,58.6,60.4,83.1,53.4,63.5,60,1,1,1,1,31,11.5,6,0,0,78.5,18,0,0,259,0,148,287,19,0,0,19,0,0,268,27,112,9,13,32,1,20,2,0,157,129,8.7,2024,Defense,3200414e-4403-2919-d53c-a916ee67b720,Big Sky Conference,Montana State,ATL,2,58,2022,3
jack gibbens,57662,LB,TEN,8,13,0,75,0,0,31,0,0,75.7,83.2,80.9,65,79.9,65.9,1,1,0,0,24,9.8,4,0,0,86.1,9,1,0,219,1,129,234,7,0,0,7,0,0,227,11,94,7,10,24,2,12,3,0,62,47,6.9,2024,Defense,32004749-4202-7551-796e-53bccf3bf6b8,Big Ten Conference,Minnesota,NA,UDFA,NA,2022,3
dmarco jackson,57691,LB,NO,4,4,0,100,0,0,20,0,0,60.7,61,79.1,52.3,62.3,80.3,0,0,0,0,10,0,0,0,0,97.9,2,0,0,25,0,26,67,39,0,0,39,0,0,28,8,33,2,2,3,0,2,0,0,15,9,7.5,2024,Defense,32004a41-4313-3001-24a4-1923581d0f43,Sun Belt Conference,Appalachian State,NO,5,161,2022,3
chandler wooten,57726,LB,CAR,4,8,0,83.3,0,0,5,0,0,29.5,29.2,79.9,53,40.8,34.7,0,2,0,0,42,21.2,7,0,0,146.5,10,0,0,193,0,80,212,3,0,0,3,0,1,209,15,117,15,5,18,0,12,2,1,207,123,20.7,2024,Defense,3200574f-4f78-3191-4f7c-e1aaab509b07,Southeastern Conference,Auburn,NA,UDFA,NA,2022,3
jalen pitre,57737,S,HST,12,16,1,75,0,1,13,0,0,71.3,73.9,57,60.7,79.5,55.1,2,5,0,1,69,16.2,12,5,4,122.2,39,0,0,188,0,377,660,30,0,0,30,0,8,630,49,234,434,23,46,5,52,7,5,419,215,10.7,2024,Defense,32005049-5408-3599-b04a-4c2328e5af83,Big Twelve Conference,Baylor,HOU,2,37,2022,3
terrel bernard,57739,LB,BUF,15,36,0,68.2,0,2,4,2,0,37.4,46.4,62.3,55.6,62.4,58.3,2,5,0,2,66,12.9,17,1,1,102.5,45,1,0,777,6,464,851,19,0,0,19,0,9,832,61,326,40,40,79,5,66,8,5,490,287,10.9,2024,Defense,32004245-5223-6424-136f-901f81674ee9,Big Twelve Conference,Baylor,BUF,3,89,2022,3
baylon spector,57782,LB,BUF,8,8,0,80.8,0,0,4,1,0,29.9,30.1,81.2,58.8,43,40.6,1,0,0,0,26,18.6,8,0,1,114.7,21,1,0,252,4,174,291,9,0,0,9,0,6,282,11,106,20,6,27,1,26,2,1,220,143,10.5,2024,Defense,32005350-4515-9114-fba7-7065114ee5c1,Atlantic Coast Conference,Clemson,BUF,7,231,2022,3
nate landman,57788,LB,ATL,13,34,1,92.6,0,3,2,0,0,58.2,65.7,49.7,56.5,73.9,60.1,0,1,0,0,27,10.4,10,0,1,144,25,0,0,512,1,297,543,10,0,0,10,0,4,533,20,226,16,21,52,1,27,1,3,261,193,10.4,2024,Defense,32004c41-4e10-8404-7773-9eee03d2b855,Pacific Twelve Conference,Colorado,NA,UDFA,NA,2022,3
ventrell miller,57809,LB,JAX,15,17,0,78.1,0,1,15,0,0,45.4,52,44.9,54.8,63.4,38.8,0,2,0,0,32,19.3,17,2,2,100,25,0,0,435,2,237,482,10,0,0,10,0,0,472,13,232,35,30,54,4,32,2,0,256,143,10.2,2024,Defense,32004d49-4c58-8972-3ccb-221b4a1c244f,Southeastern Conference,Florida,JAX,4,121,2023,2
james houston,57810,ED,CLV,11,1,0,NA,1,0,8,0,0,64.2,46,11,56.4,44.1,29.9,1,13,0,0,NA,37.5,3,0,2,0,0,1,0,2,0,5,141,139,0,0,138,1,0,2,99,37,0,2,4,0,0,15,0,0,0,NA,2024,Defense,3200484f-5546-0710-2211-95488cd5c2bb,Southwestern Athletic Conference,Jackson State,DET,6,217,2022,3
robert beal,57840,ED,SF,14,5,0,NA,0,0,28,0,0,61.6,55.3,85.5,52.4,56,55.1,0,2,0,0,NA,7.7,1,0,0,0,0,0,0,0,0,4,149,148,0,3,142,3,0,1,57,88,0,5,7,0,0,2,0,0,0,NA,2024,Defense,32004245-4115-8040-cf61-5173f5b6029d,Southeastern Conference,Georgia,SF,5,173,2023,2
isaac ukwu,57888,ED,DET,2,1,0,NA,0,0,11,0,0,67.7,59.6,82.6,53.5,57.9,72.6,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,70,70,0,0,70,0,0,0,47,22,0,1,2,0,0,1,0,0,0,NA,2024,Defense,3200554b-5766-3851-4073-0412cafdb479,Southeastern Conference,Mississippi,NA,UDFA,NA,2024,1
jj russell,57958,LB,TB,13,6,0,81.3,0,0,30,0,0,60.4,69.2,81.8,58.6,80.6,74.4,0,2,0,0,46,6.7,2,1,1,144,13,0,0,232,3,172,271,12,0,0,12,0,4,259,23,76,19,10,22,0,16,2,2,145,80,11.2,2024,Defense,32005255-5356-8154-c2da-042f9c7494cc,American Athletic Conference,Memphis,NA,UDFA,NA,2022,3
vi jones,58233,LB,ARZ,5,2,0,100,0,1,1,0,0,67.6,71.7,72.9,58.6,69.9,80.1,0,0,0,0,4,0,0,0,1,83.3,1,0,0,44,2,34,55,4,0,0,4,0,3,51,2,19,2,1,4,0,1,0,0,4,10,4,2024,Defense,32004a4f-4e57-9938-a557-9a859930c1bb,Atlantic Coast Conference,North Carolina State,NA,UDFA,NA,2022,3
devin lloyd,58238,LB,JAX,16,25,0,75.5,0,1,15,0,0,62.6,76.7,64.5,88,84.2,88,2,6,0,1,71,4.5,5,1,1,125,40,2,0,752,5,461,884,54,0,0,54,0,1,830,29,394,71,39,81,5,53,10,5,464,332,11.6,2024,Defense,32004c4c-4f33-9464-66e8-761a50bda0c2,Pacific Twelve Conference,Utah,JAX,1,27,2022,3
malcolm rodriguez,60731,LB,DET,9,7,0,84.2,0,0,11,1,0,65.4,74.4,84.3,54.9,87.1,76.7,0,1,0,0,18,5.3,2,1,0,93.9,16,2,0,212,7,170,318,48,0,0,48,0,3,270,51,97,48,19,29,0,19,3,0,124,90,7.8,2024,Defense,3200524f-4468-8025-e312-d977094cdc1f,Big Twelve Conference,Oklahoma State,DET,6,188,2022,3
isaiah pola-mao,60781,FS,LV,17,17,0,75,0,2,23,0,0,45.1,54.2,88.3,61,72.4,58.1,0,0,0,0,57,14.1,14,5,0,132.1,30,1,0,177,8,568,952,41,0,0,41,0,637,911,18,366,89,15,68,1,40,1,3,408,180,13.6,2024,Defense,3200504f-4c04-5247-89ab-94b9194abd7b,Pacific Twelve Conference,Southern California,NA,UDFA,NA,2022,3
keion white,60998,ED,NE,17,11,4,100,0,2,19,0,0,63.6,68.5,49.2,76.7,55.3,63,9,30,0,0,24,11.3,6,0,4,110.4,8,6,0,45,1,58,830,776,5,60,528,183,0,54,427,345,7,26,36,3,8,45,0,84,51,10.5,2024,Defense,32005748-4931-5646-3479-7fead8c7f5a8,Atlantic Coast Conference,Georgia Tech,NE,2,46,2023,2
dominique robinson,61436,ED,CHI,6,1,0,NA,0,0,6,0,0,NA,52.2,83,57.8,49.5,29.6,1,2,0,0,NA,25,2,0,0,0,0,0,0,0,0,0,84,84,0,1,79,4,0,0,36,48,0,2,5,0,0,3,0,0,0,NA,2024,Defense,3200524f-4240-4567-d940-a5c388777ffe,Mid-American Conference,"Miami, O.",CHI,5,174,2022,3
daiyan henley,61500,LB,LAC,18,53,0,74.2,0,0,27,0,0,71.3,69.9,86.2,56.2,65.7,63.6,6,7,0,1,37,12.1,21,6,2,92.6,66,1,0,901,6,611,1071,67,0,0,67,0,1,1004,66,394,96,50,99,5,89,14,1,634,449,9.6,2024,Defense,32004845-4e46-6212-4f0a-603906125b28,Pacific Twelve Conference,Washington State,LAC,3,85,2023,2
christian elliss,61853,LB,NE,15,25,0,72.2,0,0,19,0,0,66.1,72.6,85.8,73.9,70.1,70.2,3,5,0,1,27,10.5,8,4,3,93.8,13,2,0,419,10,266,514,48,0,0,48,0,1,466,49,199,35,17,43,0,18,10,1,156,70,12,2024,Defense,3200454c-4c74-8057-8358-0c0b1c28c8d1,Sun Belt Conference,Idaho,NA,UDFA,NA,2021,4
joey blount,62771,FS,ARZ,4,0,0,NA,0,0,1,0,0,62.1,66.1,76.7,NA,61.4,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,2,0,8,20,0,0,0,0,0,15,20,0,12,3,0,0,0,0,0,0,0,0,NA,2024,Defense,3200424c-4f57-8781-bfd2-074996ef6b46,Atlantic Coast Conference,Virginia,NA,UDFA,NA,2022,3
theo jackson,62919,S,MIN,10,2,0,75,0,0,18,0,0,77.1,79.2,79.5,53.6,66.1,73.3,0,0,0,1,17,9.1,1,2,0,49,3,0,0,19,1,58,79,8,0,0,8,0,32,71,7,14,18,3,8,0,4,0,0,23,2,7.7,2024,Defense,32004a41-4357-6663-cb92-851bb551532a,Southeastern Conference,Tennessee,TEN,6,204,2022,3
matthew butler,62931,DI,LV,6,3,0,NA,0,0,23,0,0,60.4,55.4,28.4,57.6,58.6,72.3,0,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,2,101,101,1,61,2,37,0,0,40,59,0,2,4,0,0,1,0,0,0,NA,2024,Defense,32004255-5449-0520-967e-567796450b28,Southeastern Conference,Tennessee,LV,5,175,2022,3
jack cochrane,63345,LB,KC,3,1,0,NA,0,0,16,0,0,62.7,61.5,69.2,57.1,60.4,71.4,0,0,0,0,NA,0,0,0,0,0,0,0,0,8,0,4,9,0,0,0,0,0,0,9,2,3,1,0,0,0,0,0,0,0,0,NA,2024,Defense,3200434f-4336-5102-400d-a6028e7ae2da,Missouri Valley Football Conference,South Dakota,NA,UDFA,NA,2022,3
winston reid,63354,LB,CLV,15,4,1,60,0,0,8,1,0,61.7,51.8,74.7,60.3,45.6,27.6,0,3,0,0,19,34.8,8,1,0,86.3,3,1,0,119,1,47,144,10,0,0,10,0,0,134,7,90,14,5,11,1,5,4,0,41,12,13.7,2024,Defense,32005245-4938-6326-8ef4-bef213eb2b16,Big Sky Conference,Weber State,NA,UDFA,NA,2024,1
akayleb evans,65033,CB,CAR,3,0,0,66.7,0,0,5,0,0,54.9,57.3,75.3,NA,66.2,27.5,0,0,0,0,24,40,2,1,0,87.5,4,0,0,5,27,21,32,0,0,0,0,0,0,32,0,11,0,1,3,0,6,0,0,43,18,10.8,2024,Defense,32004556-4100-6904-e210-44afe72b61e1,Southeastern Conference,Missouri,MIN,4,118,2022,3
samuel womack,65771,CB,IND,16,5,0,61.4,0,0,14,0,0,71.3,71.9,86.3,NA,67.4,68.3,0,0,0,2,49,10.3,4,7,0,101.3,27,0,0,30,628,440,673,5,0,0,5,0,1,668,0,233,9,12,30,0,44,0,4,388,61,14.4,2024,Defense,3200574f-4d57-5781-f3e0-5ebe948d2726,Mid-American Conference,Toledo,SF,5,172,2022,3
john ridgeway,66694,DI,NO,13,6,1,NA,0,0,20,0,0,72.9,48.4,84.2,66.5,35.8,50.2,0,9,0,0,NA,10.5,2,0,0,0,0,0,0,1,0,0,263,262,39,216,0,7,0,1,116,147,0,8,11,1,0,9,0,0,0,NA,2024,Defense,32005249-4433-4254-703d-fca6e7bb2ee9,Southeastern Conference,Arkansas,DAL,5,178,2022,3
zyon mccollum,66769,CB,TB,18,14,0,58.9,1,0,30,1,0,66.1,67.4,88.2,74.2,65.2,32.7,0,1,0,2,52,17.2,17,14,7,91.3,56,0,0,67,1005,757,1123,13,0,0,13,0,0,1110,4,362,38,18,68,2,95,1,4,793,292,14.2,2024,Defense,32004d43-4349-6223-dfc9-cd33beb7fa6f,Southland Conference,Sam Houston State,TB,5,157,2022,3
tristin mccollum,66771,FS,PHI,11,7,0,73.3,0,0,24,0,0,43.5,46.6,83.2,NA,65,37,0,0,0,0,45,20,7,2,0,144.7,11,0,0,72,1,164,256,2,0,0,2,0,165,254,0,92,15,5,21,0,15,0,2,151,65,13.7,2024,Defense,32004d43-4349-5185-16e1-ac82a2fc5651,Southland Conference,Sam Houston State,NA,UDFA,NA,2022,3
josh hayes,66798,CB,TB,6,10,0,65.6,0,0,30,1,0,56.2,63.1,83.3,60,89.9,70.6,0,0,0,0,35,8.3,3,2,1,124,21,0,0,30,252,184,289,0,0,0,0,0,0,289,1,104,7,5,23,0,32,0,4,212,58,10.1,2024,Defense,32004841-5924-8997-25df-72c0bfa2cc7c,Big Twelve Conference,Kansas State,TB,6,181,2023,2
kobie turner,66894,DI,LA,19,16,2,NA,3,1,26,1,0,75.4,75.1,47.1,66.6,74.8,29.7,3,49,0,0,NA,16.7,12,0,5,0,0,10,0,2,0,0,919,916,101,626,25,164,0,3,578,341,0,47,44,3,0,62,0,0,0,NA,2024,Defense,32005455-5256-1805-792f-d5a6d13c60e4,Atlantic Coast Conference,Wake Forest,LA,3,89,2023,2
trent mcduffie,72191,CB,KC,17,8,1,60,4,1,16,0,0,81.9,84.3,70,90.5,80.6,77.4,3,3,0,2,41,7.6,5,8,9,87,54,1,0,48,824,680,1059,35,0,0,35,0,2,1024,20,359,150,20,53,6,90,7,5,555,140,10.3,2024,Defense,32004d43-4482-4296-793c-79be74c0e9fd,Pacific Twelve Conference,Washington,KC,1,21,2022,3
evan williams,73864,FS,GB,13,10,0,57.7,0,1,12,0,0,73.8,72.5,88.9,57.4,61,62.4,0,0,0,1,30,14.5,8,3,0,99.5,15,0,0,91,2,340,533,23,0,0,23,0,352,510,2,191,65,14,37,1,26,0,3,168,76,11.2,2024,Defense,32005749-4c27-7058-ee24-9b66ebbbc9c8,Pacific Twelve Conference,Oregon,GB,4,111,2024,1
jowon briggs,74867,DI,CLV,6,7,0,NA,0,0,8,1,0,61.5,72.2,80.9,64.7,66.5,54.1,1,3,0,0,NA,6.7,1,0,0,0,0,0,0,0,0,0,133,133,6,92,0,35,0,0,63,70,0,7,7,2,0,4,0,0,0,NA,2024,Defense,32004252-4914-7008-f11f-43dbc9de9f1d,Big Twelve Conference,Cincinnati,CLE,7,243,2024,1
solomon byrd,75742,ED,HST,1,0,0,NA,0,0,13,0,0,NA,74.8,76.3,67,69.2,69.9,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,20,0,3,17,0,0,0,9,11,0,1,1,0,0,1,0,0,0,NA,2024,Defense,32004259-5259-4327-ccca-9a65be216bdd,Pacific Twelve Conference,Southern California,HOU,7,238,2024,1
jonah laulu,75763,DI,LV,15,7,2,0,0,0,23,0,0,63.4,47.4,71,49.6,47.9,45.8,1,8,0,0,NA,11.4,4,1,1,39.6,0,1,0,0,0,5,474,474,5,209,15,245,0,0,244,225,0,20,24,2,1,10,0,0,0,NA,2024,Defense,32004c41-5555-9338-1f0f-8dbdba2b84c4,Big Twelve Conference,Oklahoma,IND,7,234,2024,1
